blobs,distanceQ1,areaQ1,perimeterQ1,verticalDiagQ1,horizontalDiagQ1,isQuadrant1Convex,solidity1,orientation1,distanceQ2,areaQ2,perimeterQ2,verticalDiagQ2,horizontalDiagQ2,isQuadrant2Convex,solidity2,orientation2,distanceQ3,areaQ3,perimeterQ3,verticalDiagQ3,horizontalDiagQ3,isQuadrant3Convex,solidity3,orientation3,distanceQ4,areaQ4,perimeterQ4,verticalDiagQ4,horizontalDiagQ4,isQuadrant4Convex,solidity4,orientation4,diagnostic
4.0,45.967379738244816,61.0,35.79898941516876,11.40175425099138,10.04987562112089,0.0,0.8356164383561644,0.0,45.967379738244816,37.0,25.313708186149597,8.06225774829855,10.0,0.0,0.925,0.0,41.036569057366385,113.5,46.870057344436646,15.132745950421556,14.0,0.0,0.8376383763837638,0.0,43.139309220245984,43.0,30.142135500907898,9.486832980505138,9.055385138137417,0.0,0.8037383177570093,0.0,1.0
4.0,44.553338819890925,67.0,31.798989415168762,10.44030650891055,10.04987562112089,0.0,0.9571428571428572,0.0,42.44997055358225,94.0,37.455843925476074,12.0,12.165525060596439,0.0,0.9543147208121827,0.0,43.840620433565945,67.5,35.21320295333862,9.486832980505138,12.165525060596439,0.0,0.8881578947368421,0.0,43.840620433565945,42.5,29.55634903907776,9.433981132056603,10.04987562112089,0.0,0.8333333333333334,0.0,1.0
4.0,44.553338819890925,71.0,40.627416491508484,13.038404810405298,10.0,0.0,0.8022598870056498,0.0,46.69047011971501,25.0,20.485281109809875,6.708203932499369,8.48528137423857,0.0,0.9615384615384616,0.0,44.553338819890925,60.5,32.3847758769989,10.198039027185569,10.770329614269007,0.0,0.8832116788321168,0.0,43.93176527297759,12.5,14.242640614509583,4.123105625617661,4.0,0.0,0.9615384615384616,0.0,1.0
4.0,41.012193308819754,144.0,51.11269795894623,16.1245154965971,16.492422502470642,0.0,0.8753799392097265,0.0,38.897300677553446,181.5,61.012192606925964,19.026297590440446,19.026297590440446,0.0,0.8231292517006803,0.0,43.86342439892262,62.0,37.79898965358734,9.486832980505138,12.36931687685298,0.0,0.8104575163398693,0.0,39.6232255123179,147.0,49.94112539291382,16.1245154965971,16.278820596099706,0.0,0.9102167182662538,0.0,1.0
4.0,44.598206241955516,47.5,34.38477611541748,9.433981132056603,11.045361017187261,0.0,0.7983193277310925,0.0,43.139309220245984,85.0,42.28427076339722,13.038404810405298,12.165525060596439,0.0,0.8415841584158416,0.0,42.44997055358225,93.0,36.62741661071777,11.0,12.165525060596439,0.0,0.96875,0.0,43.86342439892262,34.5,26.727921843528748,9.055385138137417,6.324555320336759,0.0,0.8625,0.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.967379738244816,16.5,17.071067571640015,5.385164807134504,7.0710678118654755,0.0,0.9428571428571428,0.0,43.139309220245984,24.0,30.485281229019165,5.385164807134504,9.486832980505138,0.0,0.6153846153846154,0.0,43.93176527297759,17.0,15.656854152679443,4.0,5.0990195135927845,1.0,1.0,0.0,1.0
4.0,42.42640687119285,92.5,48.041630029678345,16.1245154965971,11.180339887498949,0.0,0.7708333333333334,0.0,39.59797974644666,163.5,68.18376553058624,19.026297590440446,19.026297590440446,0.0,0.7234513274336283,0.0,43.86342439892262,64.0,33.79898941516876,9.219544457292887,11.40175425099138,0.0,0.8888888888888888,0.0,39.59797974644666,129.5,49.69848453998566,15.033296378372908,16.278820596099706,0.0,0.8633333333333333,0.0,1.0
4.0,43.86342439892262,69.0,36.14213538169861,8.94427190999916,13.341664064126334,0.0,0.9078947368421053,0.0,40.311288741492746,131.5,61.35533857345581,18.110770276274835,18.0,0.0,0.6709183673469388,0.0,45.34313619501854,8.5,11.41421353816986,3.0,4.242640687119285,1.0,1.0,0.0,43.93176527297759,17.5,16.242640614509583,4.123105625617661,5.385164807134504,1.0,1.0,0.0,1.0
4.0,45.967379738244816,56.0,32.97056257724762,10.44030650891055,10.04987562112089,0.0,0.8549618320610687,0.0,41.036569057366385,112.0,50.28427040576935,12.0,18.110770276274835,0.0,0.7777777777777778,0.0,41.72529209005013,102.5,42.87005698680878,12.041594578792296,15.033296378372908,0.0,0.8686440677966102,0.0,44.553338819890925,34.5,24.727921843528748,8.602325267042627,8.06225774829855,0.0,0.9452054794520548,0.0,1.0
4.0,41.72529209005013,137.5,50.52691161632538,17.029386365926403,15.524174696260024,0.0,0.859375,0.0,40.311288741492746,156.5,59.69848418235779,18.110770276274835,18.0,0.0,0.7652811735941321,0.0,41.036569057366385,111.5,44.8700567483902,15.132745950421556,13.038404810405298,0.0,0.8849206349206349,0.0,38.897300677553446,128.5,51.69848382472992,16.0312195418814,16.278820596099706,0.0,0.8158730158730159,0.0,1.0
4.0,42.42640687119285,101.5,40.041630029678345,14.035668847618199,10.198039027185569,0.0,0.9485981308411215,0.0,42.44997055358225,83.0,37.79898941516876,10.198039027185569,12.165525060596439,0.0,0.907103825136612,0.0,41.036569057366385,143.5,48.52691149711609,15.297058540778355,16.0312195418814,0.0,0.9228295819935691,0.0,38.897300677553446,154.5,51.35533797740936,16.0,17.26267650163207,0.0,0.9035087719298246,0.0,1.0
2.0,45.967379738244816,32.0,23.313708186149597,8.54400374531753,6.324555320336759,0.0,0.9552238805970149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72529209005013,72.0,33.79898965358734,11.180339887498949,10.0,0.0,0.9411764705882353,0.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.553338819890925,45.0,26.97056257724762,9.486832980505138,10.0,0.0,0.9574468085106383,0.0,41.72529209005013,86.5,42.041629910469055,10.04987562112089,15.033296378372908,0.0,0.8357487922705314,0.0,41.72529209005013,69.5,37.21320295333862,9.486832980505138,12.165525060596439,0.0,0.8633540372670807,0.0,1.0
4.0,45.254833995939045,61.0,32.97056245803833,10.44030650891055,10.0,0.0,0.8905109489051095,0.0,42.44997055358225,87.5,36.38477575778961,10.198039027185569,12.165525060596439,0.0,0.9510869565217391,0.0,42.42640687119285,105.0,43.455843567848206,12.041594578792296,15.0,0.0,0.8936170212765957,0.0,41.72529209005013,85.0,46.62741672992706,10.198039027185569,17.11724276862369,0.0,0.7456140350877193,0.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.09772228646444,8.5,11.41421353816986,3.0,4.242640687119285,1.0,1.0,0.0,44.553338819890925,38.5,32.3847758769989,8.602325267042627,10.770329614269007,0.0,0.7777777777777778,0.0,43.86342439892262,25.0,28.485281229019165,9.219544457292887,9.219544457292887,0.0,0.6666666666666666,0.0,1.0
4.0,43.840620433565945,77.0,35.79898941516876,11.045361017187261,11.180339887498949,0.0,0.9058823529411765,0.0,38.897300677553446,153.5,59.35533857345581,18.110770276274835,18.0,0.0,0.7694235588972431,0.0,43.86342439892262,61.5,34.38477611541748,9.486832980505138,11.40175425099138,0.0,0.8661971830985915,0.0,39.59797974644666,116.0,45.455843448638916,13.0,15.524174696260024,0.0,0.8721804511278195,0.0,1.0
3.0,43.18564576337837,76.0,42.627416491508484,9.486832980505138,15.524174696260024,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.010868281309364,16.0,16.485280990600586,5.830951894845301,7.0710678118654755,1.0,1.0,0.0,44.598206241955516,21.5,19.071067571640015,6.4031242374328485,6.0,0.0,0.9555555555555556,0.0,1.0
4.0,45.254833995939045,52.0,32.97056245803833,9.486832980505138,10.04987562112089,0.0,0.8387096774193549,0.0,45.27692569068709,31.5,24.727921843528748,8.602325267042627,10.0,0.0,0.8873239436619719,0.0,44.553338819890925,35.0,36.97056233882904,9.486832980505138,10.770329614269007,0.0,0.5932203389830508,0.0,43.139309220245984,45.5,28.727921962738037,9.486832980505138,8.246211251235321,0.0,0.91,0.0,1.0
4.0,46.861498055439924,10.0,12.828427076339722,3.605551275463989,4.123105625617661,0.0,0.9523809523809523,0.0,43.86342439892262,70.0,35.79898965358734,10.198039027185569,12.165525060596439,0.0,0.875,0.0,44.553338819890925,50.5,26.727921843528748,7.615773105863909,9.848857801796104,1.0,1.0,0.0,41.012193308819754,99.0,39.455843567848206,12.0,13.341664064126334,0.0,0.9383886255924171,0.0,1.0
4.0,45.967379738244816,32.5,25.899494767189026,8.06225774829855,8.06225774829855,0.0,0.8783783783783784,0.0,44.553338819890925,27.5,21.071067571640015,6.708203932499369,7.810249675906654,0.0,0.9482758620689655,0.0,44.553338819890925,37.5,31.55634880065918,7.211102550927978,11.40175425099138,0.0,0.7575757575757576,0.0,44.553338819890925,24.5,21.899494767189026,7.615773105863909,6.324555320336759,0.0,0.9245283018867925,0.0,1.0
4.0,41.012193308819754,153.5,51.35533928871155,17.11724276862369,16.492422502470642,0.0,0.8976608187134503,0.0,38.897300677553446,179.0,59.59797942638397,18.110770276274835,19.026297590440446,0.0,0.8325581395348837,0.0,40.36087214122113,138.5,45.35533905029297,15.132745950421556,15.0,0.0,0.9753521126760564,0.0,38.897300677553446,138.5,45.35533905029297,15.132745950421556,15.524174696260024,0.0,0.9753521126760564,0.0,1.0
3.0,45.254833995939045,50.0,32.97056245803833,10.198039027185569,9.055385138137417,0.0,0.8264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.553338819890925,46.0,30.14213538169861,8.54400374531753,10.770329614269007,0.0,0.8288288288288288,0.0,41.036569057366385,84.5,48.041629910469055,11.180339887498949,16.278820596099706,0.0,0.7316017316017316,0.0,1.0
3.0,45.967379738244816,42.5,31.55634868144989,10.770329614269007,9.219544457292887,0.0,0.7798165137614679,0.0,45.27692569068709,39.0,30.97056245803833,8.94427190999916,10.770329614269007,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.72529209005013,78.0,38.62741672992706,11.045361017187261,12.165525060596439,0.0,0.861878453038674,0.0,1.0
4.0,42.42640687119285,119.0,50.28427076339722,14.0,16.278820596099706,0.0,0.8206896551724138,0.0,41.72529209005013,102.5,48.87005698680878,18.110770276274835,11.704699910719626,0.0,0.7824427480916031,0.0,44.553338819890925,47.5,28.727921843528748,8.54400374531753,10.295630140987,0.0,0.8878504672897196,0.0,44.553338819890925,28.5,24.727921962738037,9.433981132056603,7.280109889280518,0.0,0.9193548387096774,0.0,1.0
4.0,41.72529209005013,122.5,52.870057344436646,16.1245154965971,16.278820596099706,0.0,0.7632398753894081,0.0,44.598206241955516,58.0,33.79898929595947,9.848857801796104,11.704699910719626,0.0,0.8405797101449275,0.0,43.840620433565945,65.5,38.041630268096924,10.198039027185569,12.165525060596439,0.0,0.81875,0.0,43.86342439892262,46.5,27.55634903907776,9.486832980505138,8.246211251235321,0.0,0.96875,0.0,1.0
4.0,45.967379738244816,32.0,24.14213538169861,8.602325267042627,8.246211251235321,0.0,0.9552238805970149,0.0,43.139309220245984,59.0,37.79898953437805,12.0,9.433981132056603,0.0,0.8309859154929577,0.0,43.139309220245984,90.5,36.870057463645935,12.0,12.165525060596439,0.0,0.9627659574468085,0.0,42.42640687119285,70.0,31.798989415168762,10.198039027185569,10.0,0.0,0.9790209790209791,0.0,1.0
3.0,43.139309220245984,84.0,46.284270882606506,14.035668847618199,12.041594578792296,0.0,0.7533632286995515,0.0,44.598206241955516,48.0,30.14213538169861,9.486832980505138,10.295630140987,0.0,0.8495575221238938,0.0,45.254833995939045,29.0,25.313708305358887,8.54400374531753,9.219544457292887,0.0,0.7837837837837838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3.0,44.598206241955516,36.0,23.313708066940308,6.0,8.246211251235321,0.0,0.972972972972973,0.0,40.311288741492746,136.0,61.11269795894623,18.110770276274835,18.0,0.0,0.6732673267326733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.553338819890925,23.0,21.313708186149597,8.06225774829855,6.324555320336759,0.0,0.9387755102040817,0.0,1.0
4.0,43.840620433565945,85.0,36.62741672992706,12.041594578792296,11.180339887498949,0.0,0.9340659340659341,0.0,44.598206241955516,45.0,27.313708305358887,8.602325267042627,9.848857801796104,0.0,0.9375,0.0,45.967379738244816,29.0,24.485280990600586,7.615773105863909,9.899494936611665,0.0,0.8405797101449275,0.0,43.840620433565945,42.5,26.72792160511017,9.219544457292887,9.055385138137417,0.0,0.9550561797752809,0.0,1.0
2.0,43.840620433565945,75.0,42.627416491508484,13.038404810405298,11.045361017187261,0.0,0.7537688442211056,0.0,44.553338819890925,52.0,28.97056245803833,9.486832980505138,10.295630140987,0.0,0.9369369369369369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.036569057366385,119.0,51.112698435783386,13.038404810405298,18.027756377319946,0.0,0.8095238095238095,0.0,45.27692569068709,22.5,24.242640614509583,7.211102550927978,9.219544457292887,0.0,0.7377049180327869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,43.840620433565945,77.5,33.21320283412933,10.198039027185569,11.045361017187261,0.0,0.9810126582278481,0.0,44.68780594300866,29.0,21.313708186149597,6.324555320336759,7.0710678118654755,0.0,0.9354838709677419,0.0,46.69047011971501,23.5,19.899494647979736,6.708203932499369,8.48528137423857,1.0,1.0,0.0,43.86342439892262,27.0,21.313708305358887,7.211102550927978,7.0710678118654755,0.0,0.9642857142857143,0.0,1.0
4.0,43.139309220245984,75.0,47.455843806266785,10.44030650891055,16.278820596099706,0.0,0.704225352112676,0.0,44.598206241955516,44.0,29.313708305358887,8.94427190999916,10.295630140987,0.0,0.8380952380952381,0.0,44.553338819890925,30.5,24.727921843528748,7.211102550927978,8.94427190999916,0.0,0.8714285714285714,0.0,43.840620433565945,46.0,27.313708305358887,9.433981132056603,8.0,0.0,0.9583333333333334,0.0,1.0
4.0,45.254833995939045,54.0,37.79898965358734,11.045361017187261,10.04987562112089,0.0,0.7346938775510204,0.0,39.59797974644666,177.5,57.01219356060028,19.026297590440446,18.027756377319946,0.0,0.8658536585365854,0.0,41.72529209005013,102.5,46.8700567483902,13.152946437965905,15.033296378372908,0.0,0.803921568627451,0.0,41.72529209005013,97.0,43.455843806266785,13.0,13.152946437965905,0.0,0.8622222222222222,0.0,1.0
4.0,45.254833995939045,53.0,32.97056245803833,10.198039027185569,10.04987562112089,0.0,0.803030303030303,0.0,41.72529209005013,99.0,41.455843448638916,13.038404810405298,13.152946437965905,0.0,0.9,0.0,43.86342439892262,66.0,38.627416491508484,13.038404810405298,10.295630140987,0.0,0.8,0.0,44.553338819890925,9.0,12.828427076339722,4.123105625617661,3.0,0.0,0.9,0.0,1.0
4.0,45.967379738244816,59.5,30.38477599620819,9.848857801796104,10.04987562112089,0.0,0.9754098360655737,0.0,45.27692569068709,42.0,28.14213514328003,10.198039027185569,9.899494936611665,0.0,0.865979381443299,0.0,41.72529209005013,117.0,50.284271001815796,16.0312195418814,15.0,0.0,0.7905405405405406,0.0,41.72529209005013,84.5,35.21320295333862,10.04987562112089,12.165525060596439,0.0,0.9657142857142857,0.0,1.0
4.0,45.27692569068709,69.0,35.79898965358734,9.486832980505138,12.041594578792296,0.0,0.8961038961038961,0.0,40.311288741492746,140.0,63.11269783973694,18.110770276274835,19.026297590440446,0.0,0.6763285024154589,0.0,41.036569057366385,109.0,44.28427064418793,15.132745950421556,13.038404810405298,0.0,0.872,0.0,40.311288741492746,123.0,51.1126983165741,15.033296378372908,16.278820596099706,0.0,0.7961165048543689,0.0,1.0
3.0,45.967379738244816,43.0,26.97056245803833,8.94427190999916,9.219544457292887,0.0,0.9662921348314607,0.0,43.139309220245984,74.0,33.79898953437805,11.045361017187261,10.770329614269007,0.0,0.9426751592356688,0.0,44.553338819890925,48.0,30.14213526248932,8.246211251235321,10.44030650891055,0.0,0.8495575221238938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,42.42640687119285,125.0,45.112698435783386,14.0,15.297058540778355,0.0,0.9157509157509157,0.0,43.86342439892262,59.0,30.97056245803833,8.94427190999916,11.704699910719626,0.0,0.9516129032258065,0.0,45.254833995939045,32.5,23.899494647979736,6.708203932499369,9.433981132056603,0.0,0.9558823529411765,0.0,44.68780594300866,11.0,12.828427076339722,4.123105625617661,3.605551275463989,1.0,1.0,0.0,1.0
4.0,43.840620433565945,75.5,35.21320295333862,11.180339887498949,11.0,0.0,0.9263803680981595,0.0,42.44997055358225,78.5,40.041630148887634,10.198039027185569,14.035668847618199,0.0,0.8351063829787234,0.0,43.18564576337837,69.0,35.79898941516876,12.0,9.848857801796104,0.0,0.8789808917197452,0.0,41.012193308819754,94.0,37.455843925476074,13.0,11.180339887498949,0.0,0.9591836734693877,0.0,1.0
4.0,45.254833995939045,49.0,28.97056257724762,9.486832980505138,9.219544457292887,0.0,0.9423076923076923,0.0,45.27692569068709,24.0,22.485281109809875,7.211102550927978,8.602325267042627,0.0,0.8135593220338984,0.0,45.967379738244816,26.0,23.313708186149597,7.211102550927978,9.433981132056603,0.0,0.8524590163934426,0.0,44.598206241955516,16.0,15.656854152679443,5.385164807134504,4.123105625617661,1.0,1.0,0.0,1.0
4.0,44.553338819890925,59.5,39.21320295333862,9.848857801796104,12.165525060596439,0.0,0.7677419354838709,0.0,43.93176527297759,55.0,35.79898917675018,10.0,12.165525060596439,0.0,0.8029197080291971,0.0,43.139309220245984,70.0,35.79898953437805,11.0,11.180339887498949,0.0,0.8484848484848485,0.0,41.72529209005013,54.5,39.21320307254791,8.94427190999916,13.152946437965905,0.0,0.7569444444444444,0.0,1.0
4.0,45.254833995939045,59.5,34.38477611541748,10.44030650891055,10.04987562112089,0.0,0.875,0.0,42.42640687119285,101.5,46.8700567483902,16.0,12.36931687685298,0.0,0.796078431372549,0.0,42.44997055358225,80.5,34.38477575778961,10.04987562112089,11.180339887498949,0.0,0.9583333333333334,0.0,41.72529209005013,70.5,33.21320307254791,10.44030650891055,11.045361017187261,0.0,0.94,0.0,1.0
4.0,41.72529209005013,146.5,49.35533881187439,16.1245154965971,16.492422502470642,0.0,0.9242902208201893,0.0,45.254833995939045,29.5,21.071067571640015,7.0710678118654755,7.810249675906654,1.0,1.0,0.0,43.139309220245984,75.5,37.21320331096649,11.045361017187261,12.165525060596439,0.0,0.867816091954023,0.0,44.553338819890925,22.0,28.485281229019165,9.433981132056603,8.54400374531753,0.0,0.6111111111111112,0.0,1.0
4.0,45.967379738244816,41.0,28.142135500907898,8.94427190999916,9.055385138137417,0.0,0.8723404255319149,0.0,45.967379738244816,42.5,26.72792160511017,8.54400374531753,10.0,0.0,0.9139784946236559,0.0,43.18564576337837,78.0,35.79898929595947,11.180339887498949,11.704699910719626,0.0,0.896551724137931,0.0,41.72529209005013,81.5,35.21320307254791,11.045361017187261,11.180339887498949,0.0,0.9476744186046512,0.0,1.0
3.0,41.72529209005013,143.5,54.52691185474396,17.11724276862369,16.492422502470642,0.0,0.8391812865497076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.36087214122113,132.0,45.94112491607666,15.132745950421556,15.0,0.0,0.9361702127659575,0.0,40.311288741492746,111.0,43.455843687057495,12.0,15.524174696260024,0.0,0.9098360655737705,0.0,1.0
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.86342439892262,64.0,33.79898941516876,8.54400374531753,12.165525060596439,0.0,0.9014084507042254,0.0,41.036569057366385,86.0,42.97056233882904,14.317821063276353,11.045361017187261,0.0,0.8113207547169812,0.0,38.897300677553446,145.5,49.35533809661865,16.0312195418814,16.278820596099706,0.0,0.9065420560747663,0.0,1.0
3.0,45.967379738244816,31.0,24.142135500907898,8.602325267042627,8.246211251235321,0.0,0.9538461538461539,0.0,44.598206241955516,10.0,12.828427076339722,4.123105625617661,3.1622776601683795,0.0,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.86342439892262,43.0,32.97056257724762,10.44030650891055,9.055385138137417,0.0,0.7350427350427351,0.0,1.0
3.0,40.311288741492746,122.0,45.455843925476074,13.92838827718412,15.524174696260024,0.0,0.9207547169811321,0.0,43.139309220245984,52.5,28.727921843528748,9.486832980505138,10.0,0.0,0.9375,0.0,43.18564576337837,78.0,35.79898953437805,11.045361017187261,11.40175425099138,0.0,0.9069767441860465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.0,43.840620433565945,76.0,33.79898953437805,10.04987562112089,11.045361017187261,0.0,0.9559748427672956,0.0,39.6232255123179,146.5,60.52691066265106,18.0,18.027756377319946,0.0,0.7252475247524752,0.0,42.42640687119285,98.0,40.62741661071777,12.0,13.038404810405298,0.0,0.9074074074074074,0.0,43.139309220245984,53.5,35.21320307254791,10.44030650891055,10.04987562112089,0.0,0.8106060606060606,0.0,1.0
4.0,47.38143096192854,23.0,29.656854152679443,9.433981132056603,8.246211251235321,0.0,0.5897435897435898,0.0,45.27692569068709,42.0,27.313708305358887,8.246211251235321,10.63014581273465,0.0,0.9130434782608695,0.0,45.34313619501854,32.5,24.727921843528748,8.94427190999916,9.899494936611665,0.0,0.9154929577464789,0.0,44.598206241955516,21.5,27.071067690849304,9.219544457292887,8.246211251235321,0.0,0.6615384615384615,0.0,0.0
2.0,46.010868281309364,42.0,28.14213538169861,8.602325267042627,10.0,0.0,0.9333333333333333,0.0,45.27692569068709,34.5,26.727921962738037,9.433981132056603,10.63014581273465,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,45.967379738244816,38.0,26.14213538169861,9.486832980505138,7.0710678118654755,0.0,0.926829268292683,0.0,44.68780594300866,17.0,15.656854152679443,4.47213595499958,5.0990195135927845,1.0,1.0,0.0,45.967379738244816,29.0,23.313708186149597,7.211102550927978,9.433981132056603,0.0,0.90625,0.0,44.598206241955516,17.0,15.656854152679443,5.0990195135927845,4.47213595499958,1.0,1.0,0.0,0.0
3.0,46.75467891024384,28.5,21.071067571640015,5.830951894845301,7.280109889280518,1.0,1.0,0.0,45.27692569068709,51.5,31.55634903907776,9.848857801796104,11.180339887498949,0.0,0.8373983739837398,0.0,45.254833995939045,27.0,21.313708305358887,7.211102550927978,8.602325267042627,0.0,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,46.66904755831214,34.0,26.14213526248932,9.219544457292887,9.219544457292887,0.0,0.9066666666666666,0.0,44.68780594300866,17.0,15.656854152679443,4.47213595499958,5.0990195135927845,1.0,1.0,0.0,46.010868281309364,17.5,16.242640614509583,5.385164807134504,6.4031242374328485,1.0,1.0,0.0,44.553338819890925,24.0,22.142135620117188,8.602325267042627,7.615773105863909,1.0,1.0,0.0,0.0
